Topic,Count,Name,Representation,Representative_Docs
162,199,162_capacity_channel_information_quantum,"['capacity', 'channel', 'information', 'quantum', 'classical', 'additivity', 'entanglement', 'compression', 'holevo', 'coding']","['von neumann capacity noisy quantum channel discuss capacity quantum channel information transmission storage quantum channel dual us transmit know quantum state code classical information purely quantum manner transmit store quantum entanglement propose definition von neumann capacity quantum channel quantum mechanical extension shannon capacity revert classical limit von neumann capacity assume role classical quantum capacity depend usage channel analogy classical construction capacity define maximum von neumann mutual entropy process channel measure reduce capacity classical information transmission quantum channel kholevo capacity know quantum state send quantum mutual entropy fulfill basic requirement measure information observe quantum data process inequality derive quantum fano inequality relate quantum loss channel fidelity quantum code quantity introduce calculate explicitly quantum depolarize channel von neumann capacity interpret context superdense coding extended hamming bind derive consistent capacity', 'entanglement assist classical capacity noisy quantum channel prior entanglement sender receiver exactly double classical capacity noiseless quantum channel increase classical capacity noisy quantum channel arbitrarily large constant factor depend channel relative well know classical capacity achievable entanglement enhancement factor great noisy channel positive classical capacity zero quantum capacity quantum channel simulate classically violation causality imply simulation require forward classical communication entanglement assist classical capacity channel simulate obtain exact expression entanglement assist capacity depolarize erasure channel d dimension', 'entanglement assist capacity quantum channel reverse shannon theorem entanglement assist classical capacity noisy quantum channel information channel use send channel limit us channel assume sender receiver access resource share quantum entanglement communication protocol capacity give expression parallel capacity purely classical channel maximum channel input entropy channel input plus entropy channel output minus joint entropy define entropy entangled purification half pass channel calculate entanglement assist capacity interesting quantum channel qubit amplitude damp channel bosonic channel amplification attenuation gaussian noise discuss independent parameter require completely characterize asymptotic behavior general quantum channel presence ancillary resource prior entanglement classical analog entanglement assist communication communication discrete memoryless channel dmc party share prior random information parameter sufficient presence prior share random information dmc equal capacity simulate unit asymptotic efficiency']"
163,197,163_ray_wind_chandra_line,"['ray', 'wind', 'chandra', 'line', 'emission', 'coronal', 'plasma', 'star', 'flare', 'grating']","['chandra discover high density x ray plasma o star zeta orionis report chandra line spectrum observation o supergiant zeta orionis ib ks hetgs observation show wide range ionization stage line strength wavelength range observed emission line indicate range temperature mk consistent early x ray observation zeta ori line spectrally resolve show doppler broadening km observed like ion o vii ne ix mg xi si xiii provide information spatial distribution x ray emission observation support wind distribution x ray source find conflict result line diagnostic sixiii indicate line emission form close stellar surface density order velocity small produce shock jump require observe ionization level second strong x ray line profile symmetric evidence doppler blue shift line centroid expect accompany outwardly move source high density wind observed velocity dispersion appear correlate associated x ray source radius velocity contrary expectation wind distribute source model composite source model involve wind shock magnetic confinement turbulent hot plasma highly non symmetric wind appear need explain line diagnostic anomaly', 'high resolution chandra spectroscopy tau scorpii narrow line x ray spectrum hot star long know unusual early type star virtue hard strong x ray emission tau scorpii pose severe challenge standard picture o star wind shock x ray emission chandra hetgs spectrum provide significant direct evidence star fit standard wind shock framework emission line detect chandra grating significantly narrow expect star know wind property tau sco broad correspond line see late type coronal source line ratio consistent hot plasma star stellar radius photosphere like complex evidence x ray emit plasma locate stellar radius photosphere chandra spectrum tau sco hard variable hot star exception young magnetize o star theta ori discuss new result context wind coronal hybrid wind magnetic model hot star x ray emission', 'chandra x ray observatory high resolution x ray spectroscopy star modeling interpretation chandra x ray observatory grating spectrometer allow study stellar spectra resolution order prior x ray observatory low resolution datum show nearly class star emit x ray chandra reveal detail line continuum contribution spectra interpret application plasma model base atomic database cool star hot coronae interpret solar paradigm assumption collisional ionization equilibrium allow derivation temperature distribution elemental abundance density derive like ion metastable transition line abundance trend unlike sun hot temperature distribution young star evidence accretion drive x ray emission magnetically confine plasma emission hot star expect emission mechanism shocked wind challenge evidence magnetically confine thermal plasma helium like line emission hot star susceptible photoexcitation exploit derive wind structure']"
164,196,164_sandpile_avalanche_organize_criticality,"['sandpile', 'avalanche', 'organize', 'criticality', 'bak', 'exponent', 'critical', 'soc', 'self', 'topple']","['sandpile avalanche dynamic scale free network avalanche dynamics indispensable feature complex system study self organize critical dynamic avalanche scale free network degree exponent bak tang wiesenfeld btw sandpile model threshold height node set degree node branching process approach obtain avalanche size duration distribution sand toppling follow power law exponent respectively give respectively power law distribution modify logarithmic correction', 'energy constrain sandpile model study drive dynamical system conserved energy automata contain basic dynamical rule bak tang wiesenfeld sandpile model addition global constraint energy contain lattice impose limit infinitely slow driving system conserve energy parameter govern dynamical behavior system model scale free behavior critical value fix energy scaling respect relevant scale field point developing critical correlation different universality class self organize critical sandpile despite difference activity avalanche probability distribution appear coincide standard self organize critical sandpile', 'critical behavior sandpile model self organize branching process kinetic equation explicitly account branch nature sandpile avalanche derive dynamic sandpile model describe generate function branching process have result obtain renormalization group approach critical behavior sandpile model generalize order calculate critical exponent height probability']"
165,195,165_octet_production_color_psi,"['octet', 'production', 'color', 'psi', 'charm', 'nrqcd', 'photoproduction', 'quarkonium', 'hera', 'tevatron']","['color octet mechanism j psi production review recent development theoretical understanding j psi production process tevatron b decay j psi photoproduction include color octet mechanism', 'prompt j psi production collider paper discuss prompt j psi production collider color singlet color octet production mechanism color singlet production process include gg q q q q follow color octet production process include g j psi production channel find color octet contribution dominate color singlet contribution energy scale low energy gev dominant channel g high energy j psi q lead find energy spectrum color octet j psi production process j psi q soft mean energy produce j psi gev high energy gev extraction color octet matrix element j psi production collision discuss', 'color octet mechanism p photoproduction consider include color octet contribution partial wave state production cross section depend new nonperturbative parameter define nrqcd call color octet matrix element color octet matrix element determine fit production tevatron find color contribution photoproduction fix target experiment hera large compare datum p forward direction distribution distribution total inelastic production rate function predict include color octet contribution briefly digress b observe similar situation indication color octet matrix element determine production tevatron especially overestimate order magnitude']"
166,194,166_qubit_josephson_squid_junction,"['qubit', 'josephson', 'squid', 'junction', 'decoherence', 'superconducte', 'circuit', 'quantum', 'couple', 'gate']","['flux qubit charge phase regime superconducte qubit implementation propose take advantage charge phase degree freedom superposition flux state superconducte loop josephson junction form state qubit charge degree freedom readout couple qubit cancellation order couple charge flux fluctuation working point qubit protect dephasing source', 'superconducte persistent current qubit present design superconducte qubit circulate current opposite sign state circuit consist nano scale aluminum josephson junction connect superconducte loop control magnetic field advantage qubit insensitive background charge substrate flux state detect squid state manipulate magnetic field couple system qubit discuss source decoherence', 'decoherence josephson qubit couple level system noise decoherence major obstacle implementation josephson junction qubit quantum computing recent experiment suggest level system tls oxide tunnel barrier source decoherence explore decoherence mechanism level system lead decay rabi oscillation result josephson junction qubit subject strong microwave driving consider josephson qubit couple resonantly level system qubit tls equal energy splitting result resonant interaction occupation probability excited state qubit exhibit beat decoherence qubit result level system decay excited state emit phonon b fluctuation level system oxide barrier produce fluctuation f noise josephson junction critical current turn lead fluctuation qubit energy splitting degrade qubit coherence compare result experiment josephson junction phase qubit']"
167,189,167_disk_accretion_wind_jet,"['disk', 'accretion', 'wind', 'jet', 'disc', 'mhd', 'magnetic', 'instability', 'outflow', 'magnetize']","['magnetohydrodynamic origin jet accretion disk review recent magnetohydrodynamic mhd theory simulation origin jet accretion disk compact astrophysical object emit powerful highly collimate oppositely direct jet include extra galactic radio jet active galaxy quasar old compact star binary emission line jet young stellar object widely think different jet arise rotate conduct accretion disk thread order magnetic field twisting magnetic field rotation disk drive jet magnetically extract matter angular momentum energy accretion disk main regime discuss theoretically hydromagnetic wind significant mass flux poynte flux jet mass flux negligible past year exciting new development model jet come progress mhd simulation allow study origin acceleration collimation jet accretion disk simulation study hydromagnetic wind regime indicate outflow accelerate close region origin collimation occur large distance', 'disk wind accretion outflow connection review recent observational theoretical result relationship circumstellar accretion disk jet young stellar object present theoretical framework interpret jet accretion power centrifugally drive wind magnetize accretion disk recent progress numerical simulation outflow describe discuss structure underlie magnetize protostellar disk emphasize role large scale open magnetic field play angular momentum transport', 'magnetize accretion ejection structure mhd simulation continuous ideal jet launch resistive accretion disk present numerical magnetohydrodynamic mhd simulation magnetize accretion disk launch trans alfvenic jet simulation perform dimensional time dependent polytropic resistive mhd framework model resistive accretion disk thread initial vertical magnetic field resistivity important inside disk prescribe eta stand alfven speed h disk scale height coefficient small unity perform simulation ten dynamical disk timescale launching collimate outflow occur self consistently ejection matter continuous quasi stationary simulation resistive accretion disk launch non transient ideal mhd jet roughly accreted mass persistently eject outflow safely characterize jet flow super fastmagnetosonic collimate reach quasi stationary state present complete illustration explanation accretion ejection mechanism lead jet formation magnetize accretion disk particular magnetic torque inside disk brake matter azimuthally allow accretion responsible effective magneto centrifugal acceleration jet magnetic field channel disk angular momentum power jet acceleration collimation jet originate inner disk region equipartition thermal magnetic force achieve hollow super fastmagnetosonic shell dense material natural outcome inward advection primordial field']"
168,188,168_jet_radio_vlbi_ghz,"['jet', 'radio', 'vlbi', 'ghz', 'parsec', 'core', 'quasar', 'source', 'vlba', 'superluminal']","['radio jet velocity high resolution different method derive jet velocity orientation parsec scale present method discuss velocity distribution parsec scale jet possible presence acceleration deceleration jet velocity evidence jet velocity structure report finally present new datum superluminal giant radio source discuss detail property pc scale jet', 'vlba observation sample nearby fr radio galaxy observe nearby low luminosity fr radio galaxy nrao long baseline array vlba ghz multi wavelength study complete sample source select radio flux density uppsala general catalogue galaxy detect radio emission galaxy fwhm resolution mas galaxy unresolved radio core galaxy core jet structure galaxy twin jet structure compare vlba image image previously obtain nrao vla find detect vlba jet align parsec scale vla jet kilo parsec scale jet counter jet surface brightness ratio sidedness decrease systematically increase distance jet attribute sidedness doppler boost effect decline deceleration jet distribution lorentz factor center near gamma reproduce vlba detection statistic core core jet twin jet source note luminosity unit length vlba jet drop quickly distance r jet approximately proportional discuss different mechanism explain jet fading decrease doppler boost jet deceleration synchrotron loss expansion loss constant velocity adiabatically spread jet mechanism inconsistent observation mechanism consistent observation provide magnetic field line jet align perpendicular jet axis imply deceleration jet require unified scheme occur ten parsec scale occur large scale', 'parsec scale accelerate radio jet giant radio galaxy observation core giant radio galaxy vlbi interferometer discuss context relativistic jet sidedness asymmetry suggest doppler favoritism relativistic jet presence move feature jet jet counter jet brightness ratio hint accelerate relativistic jet increase jet velocity support comparison jet observed property prediction adiabatic expansion model parsec scale jet unpolarized wavelength cm high degree clear distinction high polarization see kiloparsec scale']"
169,186,169_black_entropy_hole_string,"['black', 'entropy', 'hole', 'string', 'extremal', 'hawk', 'bekenstein', 'brane', 'horizon', 'bps']","['near extremal black hole entropy fluctuate brane discuss know microscopic interpretation bekenstein hawk entropy configuration intersect m brane case entropy scale massless field theory intersection different situation find configuration reduce charge black hole charge black hole explain gas non critical string hagedorn temperature suggest entropy configuration reduce charge black hole brane move brane', 'black hole string theory thesis devoted try find microscopic quantum description black hole consider black hole string theory quantum theory gravity find area law black hole entropy extremal near extremal charge black hole arise count microscopic configuration study black hole spacetime dimension calculate hawk temperature physical picture hawk decay process hopefully reader find moderately self contain review d brane string theory apply black hole physic', 'microscopic entropy extremal black hole string theory compute microscopic entropy example black hole compactification supersymmetry agreement bekenstein hawk entropy modulus independent area formula find case']"
170,184,170_leptoquark_hera_search_production,"['leptoquark', 'hera', 'search', 'production', 'contact', 'lepton', 'gev', 'collider', 'lq', 'tevatron']","['leptoquark search future collider leptoquark search consider future experiment hera tevatron lhc tesla thera expect exclusion limit direct leptoquark search leptoquark pair production single leptoquark production compare indirect limit expect contact interaction analysis strong limit leptoquark mass coupling expect high luminosity lhc datum leptoquark signal suggest exist datum detect lhc mass tev tesla ideal place study leptoquark property provide leptoquark yukawa coupling small', 'search leptoquark pair decay nu nu jet p anti p collision tev present preliminary result search leptoquark pair collider datum collect experiment fermilab tevatron observe evidence leptoquark production set limit p function mass leptoquark assume confidence level exclude scalar leptoquark gev vector leptoquark gev', 'search pair produce leptoquark interaction gev search pair produce leptoquark perform collision event collect opal detector lep centre mass energy gev data sample correspond total integrate luminosity leptoquark assume produce coupling photon give search channel leptoquark decay involve single lepton generation consider evidence leptoquark pair production observe low limit mass scalar vector leptoquark calculate result improve lep limit derive previous search pair production process gev depend leptoquark quantum number']"
171,179,171_noise_shot_conductor_conductance,"['noise', 'shot', 'conductor', 'conductance', 'electron', 'voltage', 'coulomb', 'shoot', 'wire', 'tunneling']","['semiclassical theory shot noise suppression boltzmann langevin equation relate shot noise power mesoscopic conductor classical transmission probability fermi level semiclassical theory apply tunnel n barrier series n infinity shot noise approach poisson noise independent transparency barrier confirm suppression know occur diffusive conductor require phase coherence', 'shoot noise mesoscopic system review shot noise time dependent fluctuation electrical current discreteness electron charge small conductor shot noise power small poisson process result correlation electron transmission impose pauli principle suppression take simple universal value symmetric double barrier junction suppression factor disorder metal factor chaotic cavity factor loss phase coherence effect shot noise suppression thermalization electron electron electron scattering increase shot noise slightly sub poissonian shot noise observe experimentally far unobserved phenomenon involve interplay shot noise aharonov bohm effect andreev reflection fractional quantum hall effect', 'semiclassical theory shot noise mesoscopic conductor semiclassical theory develop time dependent current fluctuation mesoscopic conductor theory base boltzmann langevin equation degenerate electron gas low frequency shot noise power relate classical transmission probability fermi level disorder conductor impurity scattering show shot noise cross zero ballistic regime poisson noise diffusive regime conductor consist n tunnel barrier series shot noise approach poisson noise n go infinity independent transparency barrier analysis confirm phase coherence require occurrence suppression shot noise effect electron heating inelastic scattering calculate insert charge conserve electron reservoir segment conductor']"
172,177,172_cepheid_distance_period_lmc,"['cepheid', 'distance', 'period', 'lmc', 'pl', 'relation', 'metallicity', 'overtone', 'magellanic', 'mag']","['calibration distance scale cepheid infrared surface brightness technique obtain new absolute calibration cepheid pl relation optical near infrared band improved datum galactic star infrared surface brightness distance galactic variable consistent direct interferometric cepheid distance measurement pl calibration come hipparcos parallax nearby cepheid accurate determination find band galactic cepheid pl relation appear slightly significantly steep correspond relation define lmc cepheid slope lmc cepheid sample clearly well define small galactic sample fit lmc slope galactic calibrate cepheid sample introduce small uncertainty obtain final adopt improve absolute calibration cepheid pl relation viwjhk band compare absolute magnitude day period cepheid galaxy slightly affect different galactic lmc slope pl relation derive value lmc distance modulus band agree extremely reasonable assumption redden law adopt reddening lmc cepheid yield current good estimate cepheid variable lmc distance modulus', 'ero variable star fundamental mode overtone cepheid bar large magellanic cloud present ccd phase bin light curve nm cepheid variable star bar lmc photometry obtain french ero project excellent phase coverage permit accurate decomposition fouri component identify sinusoidal s cepheid star period d small second harmonic component star comprise sample form sequence mag bright lmc classical cepheid period luminosity diagram generally bluer low amplitude light curve infer s cepheid overtone pulsator period convert expect fundamental mode value obey common period luminosity colour relation classical cepheid confirm reality colour term cepheid period luminosity colour relation blue edge classical cepheid instability strip agree theoretical calculation fundamental mode chiosi et al hertzsprung russell period luminosity diagram find observed s cepheid mag bright bluer chiosi et prediction overtone identify number feature plot star fouri component amplitude ratio phase difference feature identify resonance different pulsation mode lmc find feature occur period similar galactic one classical cepheid different period s cepheid discover double mode cepheid lmc fundamental similar observe ratio galactic double mode cepheid', 'optical gravitational lense experiment cepheid magellanic cloud iii period luminosity color period luminosity relation classical cepheid present period luminosity color period luminosity relation classical cepheid construct cepheid lmc smc high quality bvi observation epoch band bv bands collect ogle ii microlensing experiment band diagram lmc small scatter mag indicate cepheid variable potentially good standard candle compare relation fundamental mode cepheid lmc smc find significant difference slope period color period luminosity relation galaxy overtone cepheid small change slope period luminosity relation possible determine difference distance modulus smc lmc cepheid relation compare result difference obtain standard candle rr lyr red clump star result consistent indicate value zero point fundamental mode cepheid relation similar galaxy mean difference distance modulus smc lmc equal mag calibrate period luminosity color period luminosity relation classical fundamental mode cepheid observed lmc relation adopt short lmc distance modulus mag result recent determination eclipse system rr lyr red clump star consistent observation cepheid galaxy precise geometric distance know finally determine constraint absolute magnitude cepheid comparison mean v band magnitude rr lyr star magellanic cloud']"
173,177,173_electrodynamic_maxwell_electromagnetic_lorentz,"['electrodynamic', 'maxwell', 'electromagnetic', 'lorentz', 'force', 'charge', 'radiation', 'equation', 'classical', 'electric']","['energy conservation law classical electrodynamic framework classical maxwell lorentz electrodynamic energy conservation law reconsider', 'gentle introduction foundation classical electrodynamic meaning excitation d h field strength e b axiomatic structure electromagnetic theory outline base classical electrodynamic electric charge conservation lorentz force magnetic flux conservation maxwell lorentz spacetime relation yield maxwell equation consequence draw inter alia interpretation dimension electric magnetic field', 'classical electrodynamic problem radiation reaction know problem lorentz dirac equation move acceleration charge particle classical electrodynamic model extended dimension particle propose show electromagnetic self interaction lead appropriate choice retarded advanced interaction zero change particle momentum hypothesis formulate relativistic internal force nature zero change particle momentum']"
174,172,174_schubert_variety_flag_grassmannian,"['schubert', 'variety', 'flag', 'grassmannian', 'cohomology', 'formula', 'polynomial', 'pieri', 'intersection', 'equivariant']","['schubert polynomial bruhat order geometry flag manifold illuminate relation bruhat order symmetric group structure constant littlewood richardson coefficient cohomology flag manifold term basis schubert class equivalently structure constant ring polynomial variable term basis schubert polynomial use combinatorial algebraic geometric method notably study intersection schubert variety map flag manifold establish number new identity structure constant lead formula constant new result enumeration chain bruhat order new grade partial order symmetric group contain young lattice arise investigation derive formula certain specialization schubert polynomial', 'schubert calculus schubert cell schubert cycle schubert polynomial briefly describe topic schubert calculus schubert cell schubert cycle schubert polynomial', 'pieri rule flag manifold schubert polynomial establish formula multiplication class special schubert variety integral cohomology ring flag manifold formula describe multiplication schubert polynomial elementary symmetric polynomial complete homogeneous symmetric polynomial generalize classical pieri rule symmetric polynomial grassmann variety schubert polynomial flag manifold primary technique explicit geometric description certain intersection schubert variety method allow compute additional structure constant cohomology ring express term path bruhat order symmetric group']"
175,171,175_cp_asymmetry_supersymmetric_violation,"['cp', 'asymmetry', 'supersymmetric', 'violation', 'susy', 'squark', 'violate', 'contribution', 'mixing', 'flavor']","['supersymmetry rationale small cp violate phase analyse cp problem context supersymmetric extension standard model universal strength yukawa coupling salient feature model cp phase constrain small hierarchy quark mass pattern ckm mixing angle lead small cp violation usual km mechanism significant contribution supersymmetry require large generation mix supersymmetric interaction electric dipole moment impose severe constraint parameter space force trilinear coupling factorizable matrix form find ll mass insertion dominant gluino contribution saturate chargino contribution significant accommodate experimental result framework standard model give negligible contribution cp asymmetry b meson decay supersymmetric contribution mixing recent large value accommodate', 'cp conserve constraint supersymmetric cp violation mssm address following question constrain minimal supersymmetric standard model cmssm cp violate susy phase different zero neglect bind come electric dipole moment neutron edm possible fully account cp violation kaon b system susy contribution vanish ckm phase constraint cp conserve force negative answer question imply region cmssm cancellation different contribution edm allow large susy phase possible exploit susy phase fully account observable cp violation sizeable susy contribution cp violation need new flavor structure sfermion mass matrix usual ckm matrix', 'cp violation standard model review cp violation extension electroweak sector standard model particular emphasis supersymmetric model describe cp problem supersymmetry concern critically review mechanism suggest solve problem exact universality approximate cp symmetry alignment approximate universality heavy squark explain future measurement cp violation test mechanism describe extension quark sector implication cp asymmetry neutral b decay decay discuss cp violation charge scalar exchange model natural flavor conservation explain transverse lepton polarization meson decay probe model cp violation neutral scalar exchange arise model horizontal symmetry manifest heavy quark b t physic describe implication left right symmetric model cp asymmetry b decay finally briefly discuss potential future measurement cp violation discover new physic']"
176,169,176_axion_ball_baryogenesis_inflation,"['axion', 'ball', 'baryogenesis', 'inflation', 'dine', 'affleck', 'baryon', 'reheat', 'leptogenesis', 'universe']","['origin dark matter axion discuss possible source dark matter axion early universe standard thermal scenario axion string network form peccei quinn phase transition radiatively decay cosmological background axion dark matter axion mass specify large uncertainty inflationary phase reheat temperature pq scale produce axion string quantum fluctuation provide hubble parameter inflation large case imply dark matter axion mass small hubble parameter inflation anthropic tuning allow dark matter axion mass huge range', 'affleck dine leptogenesis low scale inflation study affleck dine leptogenesis l flat direction supersymmetric theory find baryon asymmetry enhance energy scale inflation sufficiently low especially consider model low scale inflation hubble parameter inflation comparable slightly large gravitino mass observed cosmological baryon asymmetry obtain light neutrino mass ev reheat process suddenly terminate inflation', 'supersymmetric d term inflation b ball baryogenesis consider b ball cosmology mssm context d term inflation model reheat temperature determine affleck dine mechanism order gev low reheat temperature arise naturally result symmetry require maintain flatness inflaton potential case b ball decay freeze temperature lsp allow baryon cold dark matter originate primarily b ball decay']"
177,168,177_remnant_snr_supernova_ray,"['remnant', 'snr', 'supernova', 'ray', 'emission', 'snrs', 'kev', 'shock', 'ejecta', 'asca']","['x ray study supernova remnant msh supernova remnant snr x ray morphology centrally bright unlike class x ray composite snrs center dominate nonthermal emission presumably drive central pulsar x ray emission thermal nature place remnant emerge class include remnant evolutionary sequence lead x ray property understand investigate scenario emission evolution cloudy interstellar medium early stage evolution remnant radiative phase include effect thermal conduction construct model scenario attempt reproduce observe center fill x ray property derive associated age energy ambient density condition imply model find reasonable value explosion energy remnant age order x yr place fairly strong constraint association psr require anomalously large velocity pulsar', 'asca study high luminosity snr present asca observation supernova remnant snr remnant irregular shell morphology interact molecular cloud evident presence mhz maser shock molecular gas x ray morphology consistent radio wavelength distinct enhancement south x ray emission snr describe model thermal plasma reach ionization equilibrium hydrogen column x consistent large distance remnant kpc estimate maser velocity derive x ray luminosity x erg s make x ray luminous shell type snrs know galaxy age remnant estimate yr ambient density pressure condition appear similar infer luminous compact snrs find starburst region galaxy provide support notion result snr evolution vicinity dense molecular cloud', 'chandra detection ejecta small diameter supernova remnant present high resolution x ray observation small diameter supernova remnant snr chandra x ray observatory overall snr spectrum describe spectral component soft component ionization equilibrium temperature kev hard spectral component temperature kev ionization timescale enhance abundance si spatially resolve spectral modeling show s enhance region enhance abundance clearly point presence ejecta component remnant x ray morphology strikingly similar radio wavelength irregular shell bright eastern consistent expansion medium large scale density gradient remnant know interact molecular cloud presence mhz maser interaction probably limit central portion snr see snr ic find hi cloud present snr region support notion belong class remnant evolve intercloud medium ic chevalier responsible remnant morphology mix morphology find maser emit snrs study date x ray morphology explain projection model mixed morphology snrs identify point source close center snr luminosity kev erg s consistent compact central object find galactic snrs']"
178,168,178_nucleosynthesis_bang_bbn_big,"['nucleosynthesis', 'bang', 'bbn', 'big', 'primordial', 'abundance', 'deuterium', 'baryon', 'element', 'light']","['big bang nucleosynthesis review big bang nucleosynthesis bbn present observation deuterium discuss bbn restriction non standard physic especially neutrino property time variation fundamental constant give', 'big bang nucleosynthesis concordance standard big bang nucleosynthesis theory related observation light element isotope include new high abundance review implication bbn chemical evolution dark matter constraint particle property discuss', 'primordial big bang nucleosynthesis big bang nucleosynthesis theory production light element isotope d brief review essential element standard big bang model temperature mev theoretical input prediction bbn discuss theory test observational determination light element abundance current status observation review concordance standard model related observation find limited range baryon photon ratio single true parameter standard model implication bbn chemical evolution dark matter constraint particle property discuss']"
179,167,179_ion_trap_gate_motional,"['ion', 'trap', 'gate', 'motional', 'vibrational', 'laser', 'trapped', 'qubit', 'quantum', 'state']","['dark pair coherent state motion trap ion propose scheme generate vibrational pair coherent state motion ion dimensional trap scheme trap ion excite bichromatically laser beam different direction x y plane ion trap initial vibrational state give mode fock state final steady state indicate extinction fluorescence emit ion pure state motional state ion equilibrium realize highly correlate pair coherent state', 'implementation quantum gate preparation entangled state cavity qed cold trap ion propose scheme perform basic gate quantum computing prepare entangled state system cold trap ion locate single mode optical cavity general quantum computing motional state trap ion cavity state qubit generate different kind entangled state system state reduction transfer quantum state ion trap ion trap experimental requirement achieve scheme discuss', 'quantum state manipulation trap atomic ion single laser cool trap ion investigate method coherent quantum state synthesis quantum logic create characterize nonclassical state motion include schroedinger cat state fundamental quantum logic gate realize use state quantize ion motion ion internal state qubit explore application problem realize quantum computation base multiple trap ion']"
180,164,180_planet_transit_extrasolar_ogle,"['planet', 'transit', 'extrasolar', 'ogle', 'planetary', 'companion', 'jupiter', 'period', 'radial', 'hd']","['transit planet bright star report detection transit jupiter sized planet orbit relatively bright star detect transit light curve signature course tre multi site transit planet survey confirm planetary nature companion multicolor photometry precise radial velocity measurement designate planet infer mass jupiter mass radius jupiter radius orbital period day planet orbital period similar hd twice long ogle transit planet mass indistinguishable hd radius significantly small fit theoretical model need additional source heat deep atmosphere invoke investigator hd', 'unique solution planet star parameter extrasolar planet transit light curve unique solution planet star parameter planet transit light curve transit planet circular orbit light curve observe band pass limb darken negligible existence unique solution useful current planet transit survey reason analytic solution allow quick parameter estimate particular rp second stellar density uniquely derive transit light curve stellar density immediately rule giant star large planetary companion upper limit stellar planet radius consider slightly evolve star presence additional fully blend star contaminate eclipse system mimic planet transit largely rule transit light curve give spectral type central star fourth period estimate single transit light curve measured spectral type application select good planet transit candidate mass determination radial velocity follow use application practice photometric precision time sampling light curve high well mag precision minute time sampling', 'use transit timing detect extrasolar planet mass small earth future survey transit extrasolar planet include space base mission kepler borucki et al expect detect hundred jovian mass planet ten terrestrial mass planet newly discover planet interval successive transit measure accuracy minute timing measurement allow detection additional planet system necessarily transit gravitational interaction transit planet transit time variation depend mass additional planet case earth mass planet produce measurable effect']"
181,163,181_banach_space_subspace_norm,"['banach', 'space', 'subspace', 'norm', 'unconditional', 'isomorphic', 'sequence', 'separable', 'tsirelson', 'basis']","['ergodic banach space banach space contain continuum non isomorphic subspace minimal subspace define ergodic banach space space borel reduce isomorphism set subspace banach space ergodic contain subspace unconditional basis complementably universal family block subspace use method uniformity result example combination result maurey milman tomczak jaegermann unconditional basis banach space block subspace complement asymptotically', 'operator exist banach space present partial result follow question infinite dimensional banach space infinite dimensional subspace define operator compact perturbation scalar multiplication', 'interpolate hereditarily indecomposable banach space show banach space contain infinite dimensional close subspace quotient banach quotient banach space']"
182,162,182_calogero_moser_sutherland_ruijsenaar,"['calogero', 'moser', 'sutherland', 'ruijsenaar', 'lax', 'elliptic', 'schneider', 'jack', 'root', 'trigonometric']","['perturbation quantum calogero moser sutherland system related result hamiltonian trigonometric calogero sutherland model coincide limit hamiltonian elliptic calogero moser model word elliptic hamiltonian perturbed operator trigonometric article essential self adjointness hamiltonian elliptic calogero moser model regularity convergence perturbation arbitrary root system holomorphy joint eigenfunction commuting hamiltonian variable result algebraic calculation perturbation justify', 'classical dynamical r matrix calogero moser system generalization present derivation dynamical r matrix calogero moser model hamiltonian reduction procedure general formulae describe dynamical r matrix find spin calogero moser model relativistic ruijsenaar schneider model', 'eigenstate elliptic calogero moser model know trigonometric calogero sutherland model obtain trigonometric limit elliptic calogero moser model basic period elliptic function square integrable eigenstate eigenvalue hamiltonian calogero sutherland model small exist square integrable eigenstate eigenvalue hamiltonian elliptic calogero moser model converge one calogero sutherland model particle coupling constant l positive integer case particle case word justify regular perturbation respect parameter assumption analogous result n particle l positive integer case']"
